醫事機構代碼,醫事機構名稱,電話,地址,TGOS X,TGOS Y
5902071546,中華藥局,07 -2712779,高雄市前金區中華四路363號,120.29866899999999,22.621369
5902080036,瑞林藥局,07 -3312146,高雄市苓雅區興中一路282號,120.305586,22.616197
5902080287,佳鴻中西藥局,07 -7497103,高雄市苓雅區文昌路11號,120.338422,22.631002
5902080312,正和藥局,07 -2265377,高雄市苓雅區福建街362號,120.313825,22.6266
5902080349,瑞士藥局,07 -7493348,高雄市苓雅區建國一路62巷25號,120.33716100000001,22.631501999999998
5902080376,政德藥局,07 -7114371,高雄市苓雅區正大里武廟路29號,120.331731,22.629953
5902080465,廣德泰藥局,07 -3340769,高雄市苓雅區苓雅二路76號,120.299724,22.617616
5902080474,弘宗藥局,07 -7211088,高雄市苓雅區武智街2號,120.335649,22.623034
5902080518,福海藥局,07 -7618855,高雄市苓雅區武慶三路58號,120.33195900000001,22.619578
5902080527,三和藥局,07 -7220808,高雄市苓雅區廣州二街117號,120.319313,22.618206
5902080545,柏松藥局,07 -7119786,高雄市苓雅區輔仁路175號,120.33318799999999,22.630646
5902080616,一加藥局,07 -7212748,高雄市苓雅區和平一路四二號,120.32176000000001,22.620925
5902080634,京城藥局,07 -7227737,高雄市苓雅區林德街18號,120.31641100000002,22.623947
5902080741,天新藥局,07 -3342754,高雄市苓雅區華堂里林森二路1－3號,120.30823500000001,22.615485999999997
5902080803,功安中西大藥局,07 -7215949,高雄市苓雅區三多二路291號,120.319502,22.618617999999998
5902080858,福興藥局,07 -3331862,高雄市苓雅區成功一路52號,120.298285,22.613124
5902080894,苓中藥局,07 -3311667,高雄市苓雅區永平路64號,120.293865,22.615604
5902081015,明群藥局,07 -7254953,高雄市苓雅區英明路54號,120.32527900000001,22.612759
5902081186,寶麒藥局,07 -7610355,高雄市苓雅區三多一路144號,120.331471,22.623062
5902081328,東信藥局,07 -7613309,高雄市苓雅區三多一路189號,120.331317,22.622575
5902083457,順一藥局,07 -3330011,高雄市苓雅區田西里成功一路210號,120.296852,22.616963000000002
5902083582,健智藥局,07 -7249153,高雄市苓雅區四維二路96之2號,120.31919599999999,22.622577
5902083591,晨安藥局,07 -3365463,高雄市苓雅區興中一路160號,120.309591,22.617532999999998
5902084703,瑞生藥局,07 -3305239,高雄市苓雅區自強三路31號,120.299641,22.613762
5902084749,琉璃光藥師藥局,07 -7160930,高雄市苓雅區四維一路292號之一樓,120.324381,22.624204000000002
5902084776,杏合藥局,07 -7268966,高雄市苓雅區福德二路216號,120.32838500000001,22.63394
5902084785,新良安藥局,07 -3386980,高雄市苓雅區苓雅二路106號,120.29872399999999,22.617304999999998
5902084801,邱吉祥藥局,07 -2226055,高雄市苓雅區凱旋二路135號,120.32178200000001,22.629169
5902084856,聖安藥局,07 -7716813,高雄市苓雅區建華街303號,120.323819,22.61799
5902085031,上好藥局,07 -7266863,高雄市苓雅區四維一路六三號一樓,120.32950500000001,22.625706
5902085139,健福藥局,07 -3381746,高雄市苓雅區永富街10號,120.316375,22.618898
5902085148,召祐健保藥局,07 -7493719,高雄市苓雅區正義路93號,120.338493,22.630370000000003
5902085166,景福藥局,07 -7719152,高雄市苓雅區和平一路147之5號,120.320373,22.623638
5902085184,惠春藥局,07 -7611358,高雄市苓雅區武慶三路96號,120.33185900000001,22.620433
5902085228,永森藥局,07 -7163087,高雄市苓雅區建國一路290號,120.3262,22.633082
5902085308,幸福藥師藥局,07 -5368701,高雄市苓雅區青年一路167－3號,120.307923,22.62172
5902085344,意祥藥局,07 -7224835,高雄市苓雅區武廟路142之1號,120.327578,22.631246
5902085371,加和藥局,07 -7219332,高雄市苓雅區和平一路143之7號,120.32049599999999,22.623314
5902090032,全國大藥局,07 -3345775,高雄市前鎮區三多二路403號1樓,120.31660600000001,22.617774
5902090087,久億藥局,07 -7619333,高雄市前鎮區保泰路351號,120.334078,22.602888
5902090103,文仁藥局,07 -8413116,高雄市前鎮區明正里草衙二路460號,120.322957,22.579856
5902090121,意文藥局,07 -7226570,高雄市前鎮區瑞華里武營路183號,120.33739399999999,22.60991
5902090167,勝惠藥局,07 -3354766,高雄市前鎮區忠孝里三多三路71號,120.312202,22.616298
5902090185,一統藥局,07 -7710633,高雄市前鎮區瑞崗里瑞和街251號,120.326798,22.605522
5902090363,八仙藥局,07 -7270001,高雄市前鎮區瑞隆路251號,120.333099,22.605529999999998
5902090765,家安大藥局,07 -7137711,高雄市前鎮區崗山南街342巷21號,120.332275,22.602104
5902090827,博平藥局,07 -8311814,高雄市前鎮區草衙二路377號,120.32245,22.578078
5902090970,民光藥局,07 -3335362,高雄市前鎮區林森三路48號,120.307606,22.611112
5902091128,北京藥局,07 -7113100,高雄市前鎮區公正路31號,120.332182,22.602908
5902092205,百宏中西大藥局,07 -3386719,高雄市前鎮區復興三路194號,120.31166699999999,22.613111
5902092296,迎廣藥局,07 -3321466,高雄市前鎮區林森三路150號2樓,120.308862,22.613571
5902092321,彥芳藥局,07 -3302007,高雄市前鎮區長江街65號1樓,120.31558600000001,22.609927
5902092358,惠芳藥局,07 -5370650,高雄市前鎮區一心一路486號,120.314136,22.609948000000003
5902092410,旺盛藥局,07 -7512899,高雄市前鎮區永豐路108號,120.33368300000001,22.606499
5902092492,元生藥局,07 -8156356,高雄市前鎮區鎮興路226號1樓,120.311675,22.59305
5902092554,協和藥局,07 -5377769,高雄市前鎮區中華五路983號,120.306017,22.60221
5902092572,羿昇藥局,07 -3387737,高雄市前鎮區一心一路492號,120.313974,22.610011
5902092643,晏昇藥局,07 -7235136,高雄市前鎮區凱旋三路81號,120.324704,22.606776999999997
5902092787,吉昌藥局,07 -3368782,高雄市前鎮區正勤路100號,120.305627,22.602625
5902092887,民權丁丁藥局,07 -9650177,高雄市前鎮區民權二路345號,120.312779,22.610048000000003
5902092896,廣泰藥局,07 -7162166,高雄市前鎮區瑞北路56號,120.33464199999999,22.609312
5902092910,健家藥局,07 -3389986,高雄市前鎮區二聖二路45號,120.31645300000001,22.612929
5902092956,慈濟健保藥局,07 -8159788,高雄市前鎮區鎮州路211號,120.308149,22.588186999999998
5902100033,旗后藥局,07 -5715838,高雄市旗津區中洲三路715號,120.270513,22.610957
5902100042,千佑藥局,07 -5712619,高雄市旗津區復興里中洲三路513號,120.273632,22.606076
5902101094,康富藥局,07 -5710567,高雄市旗津區旗津二路220號,120.295856,22.5765
5902110066,文祺藥局,07 -8014066,高雄市小港區正苓里平治街112號,120.35427,22.567432999999998
5902110093,鳳明中西大藥局,07 -8011846,高雄市小港區二苓路247號,120.34773899999999,22.565341
5902110244,億大藥局,07 -8014958,高雄市小港區三苓里永義街171號,120.34888400000001,22.566734
5902110299,大裕藥局,07 -8211467,高雄市小港區小港里小港路261號,120.335862,22.563864000000002
5902110324,新源興藥局,07 -8015567,高雄市小港區宏平路298號,120.361098,22.570166
5902110422,臨生藥局,07 -8711290,高雄市小港區鳳鳴路146－4號,120.358557,22.514672
5902110431,龍祺藥局,07 -8315352,高雄市小港區平和路111號,120.333052,22.565721
5902110593,慈林藥局,07 -8718087,高雄市小港區鳳林路93號,120.34636,22.526346
5902110600,高泰藥局,07 -7930043,高雄市小港區桂陽路7號,120.35843999999999,22.581439000000003
5902110628,悅是康藥局,07 -8010012,高雄市小港區漢民路276號,120.35355,22.566654
5902111661,康乃爾藥局,07 -8026291,高雄市小港區漢民路413號2樓,120.357745,22.56701
5902111670,桂林活力藥師藥局,07 -7931248,高雄市小港區桂陽路40號,120.357481,22.581941
5902111698,康莊藥局,07 -8063384,高雄市小港區康莊路69號一樓,120.35596100000001,22.568533
5902111796,力安藥師藥局,07 -7918167,高雄市小港區桂陽路316號1樓,120.35221100000001,22.582113
5902111938,丁丁藥局小港店,07 -8603388,高雄市小港區宏平路85號,120.36348999999998,22.570965
5903010010,康健藥局,04 -25279542,臺中市豐原區西勢里中山路373號,120.714752,24.249731
5903010038,金宏健保藥局,04 -25288262,臺中市豐原區安康路103號,120.72583799999998,24.243031
5903010056,一加藥局,04 -25237700,臺中市豐原區中正路195號,120.718529,24.251659
5903010118,理妍藥局,04 -25270140,臺中市豐原區中正路379號,120.71337199999999,24.250768
5903010127,友誠藥局,04 -25132371,臺中市豐原區豐東路401號1樓,120.73357,24.254566
5903010145,維立藥局,04 -25337605,臺中市豐原區豐南街12號1樓,120.71211399999999,24.239493
5903010181,永豐藥局,04 -25280088,臺中市豐原區中山路422號1樓,120.715291,24.247328
5903010261,豐原西勢藥局,04 -25262330,臺中市豐原區西勢路200號1樓,120.706728,24.243768
5903010270,福心藥局,04 -25229292,臺中市豐原區中正路715號1樓,120.70139499999999,24.249098999999998
5903010289,心美日藥局,04 -25260703,臺中市豐原區中山路359號1樓,120.714918,24.249289
5903010314,豐原百宏中西藥局,04 -25242185,臺中市豐原區水源路595號1樓,120.729573,24.255005
5903010332,富田藥局,04 -25225453,臺中市豐原區文昌街152號1樓,120.716279,24.261251
5903010341,昭仁藥局,04 -25243559,臺中市豐原區南陽路140號,120.73059599999999,24.242641
5903010350,甲蒂健保藥局,04 -25256028,臺中市豐原區豐東路308號,120.73300800000001,24.250931
5903010378,豐原啄木鳥藥局,04 -25295340,臺中市豐原區中山路178號1樓,120.712021,24.240076000000002
5903010387,信宜藥局,04 -25229912,臺中市豐原區中山路395號,120.71458700000001,24.250212
5903010403,品安藥局,04 -25270138,臺中市豐原區中山路405號,120.714533,24.250384
5903010412,佑全豐原圓環東藥局,04 -25246069,臺中市豐原區圓環東路548、550、552、554號,120.72714199999999,24.24806
5903010421,長庚健保大藥局,04 -25151867,臺中市豐原區中正路132號1樓,120.720183,24.251826
5903010430,喜樂魚藥局,04 -25200226,臺中市豐原區圓環東路613號1樓,120.728179,24.250645000000002
5903010449,豐原藥局,04 -25260119,臺中市豐原區新生北路206號之1（1樓）,120.72189499999999,24.2551
5903010458,心之藥局,04 -25254959,臺中市豐原區中山路504號,120.71485700000001,24.250094
5903010467,阜康藥局,04 -25155977,臺中市豐原區中山路295號1樓,120.714381,24.24389
5903010485,大樹圓環藥局,04 -25122212,臺中市豐原區圓環東路617號1樓,120.72826,24.250837
5903010494,百宏大藥局,04 -25131538,臺中市豐原區中正路860號1樓,120.70105900000001,24.249408
5903020034,國良豐藥局,04 -25885778,臺中市東勢區豐勢路21號1樓,120.83178999999998,24.247785
5903020043,向日葵藥局,04 -25773428,臺中市東勢區豐勢路557號,120.827234,24.25967
5903020052,東勢福倫藥局,04 -25876118,臺中市東勢區豐勢路438號,120.82898999999999,24.255860000000002
5903030012,康好藥局,04 -26802149,臺中市大甲區三民路132－2號,120.621953,24.34851
5903030030,大甲健康藥局,04 -26805833,臺中市大甲區蔣公路242-1號1樓,120.61952099999999,24.347217999999998
5903030058,康達藥局,04 -26862001,臺中市大甲區蔣公路266號1樓,120.618874,24.347448999999997
5903030067,甲尚藥局,04 -26760885,台中市大甲區順天路128號,120.62213200000001,24.344499
5903030076,百禾藥局,04 -26872538,臺中市大甲區仁愛街58號,120.618672,24.347174
5903030085,廣元藥局,04 -26872843,臺中市大甲區順天路146號1樓,120.622446,24.344953
5903030110,大甲啄木鳥藥局,04 -26804502,臺中市大甲區中山路1段905號,120.62509399999999,24.343098
5903030138,聖佑藥局,04 -26760156,臺中市大甲區中山路1段576號1樓,120.620075,24.341507
5903030147,能德藥局,04 -26873549,臺中市大甲區復興路22之1號,120.62141299999999,24.345985
5903030156,盈盈藥局,04 -26804212,臺中市大甲區文武路18號,120.62598600000001,24.345817999999998
5903030165,民和藥局,04 -26871212,臺中市大甲區德興路68號,120.623305,24.350798
5903030174,慶安藥局,04 -26802933,臺中市大甲區文武路178之3號,120.620871,24.348048000000002
5903030183,志明藥局,04 -26876221,臺中市大甲區民生路21號,120.62640800000001,24.346764
5903030192,大甲合和藥局,04 -26802310,臺中市大甲區甲后路5段269號1樓,120.633843,24.344696
5903040027,永悅藥局,04 -26225526,臺中市清水區中山路127－2號1樓,120.57341000000001,24.264402
5903040036,得康藥局,04 -26260622,臺中市清水區高美路117號,120.575281,24.278793
5903040045,全佑藥局,04 -26220579,臺中市清水區新興路260號1樓,120.57763999999999,24.270279000000002
5903040063,崇文藥師藥局,04 -26561101,臺中市清水區和平路428之15號,120.54525500000001,24.262838000000002
5903040072,碧綠谷藥局,04 -26281151,臺中市清水區中華路525號,120.571771,24.276048
5903040081,千順藥局,04 -26220580,臺中市清水區光復街110－2號1樓,120.57516299999999,24.271245999999998
5903050050,關心藥局,04 -26625182,臺中市沙鹿區光大路242號,120.56498799999999,24.243806
5903050069,進騰藥局,04 -26314418,臺中市沙鹿區鎮南路2段234號,120.56893899999999,24.223944
5903050087,仁暉健保處方藥局,04 -26365626,臺中市沙鹿區向上路7段130號,120.564361,24.206417000000002
5903050096,沙鹿合和健保藥局,04 -26320590,臺中市沙鹿區正義路2號,120.56901200000001,24.209401999999997
5903050103,北勢進騰藥局,04 -26330893,臺中市沙鹿區北勢東路509之7號1樓,120.57601299999999,24.225264000000003
5903050149,立好藥局,04 -26522389,臺中市沙鹿區北勢東路693號1樓,120.57224599999999,24.229574
5903050176,全國藥局,04 -26627097,臺中市沙鹿區臺灣大道7段992號,120.562173,24.240737
5903050185,好利藥局,04 -26630087,臺中市沙鹿區中山路487－1號,120.56189199999999,24.245396
5903050194,樂齊藥局,04 -26338867,臺中市沙鹿區北中路86－1、86－2號,120.56920500000001,24.228268
5903050201,鎮南藥局,04 -26336160,臺中市沙鹿區鎮南路2段52號,120.57036799999999,24.218301
5903050210,富康沙鹿藥局,04 -26633399,臺中市沙鹿區沙田路142號1樓,120.559526,24.236125
5903050229,維康藥局,04 -26524787,臺中市沙鹿區鎮南路2段412號1樓,120.566585,24.230285000000002
5903050238,百岳大藥局,04 -26359825,臺中市沙鹿區鎮南路二段77號1樓,120.56967900000001,24.218948
5903060010,大芳藥局,04 -26561755,臺中市梧棲區中央路1段907號,120.53806599999999,24.247419
5903060038,梧棲玖裕藥局,04 -26583909,臺中市梧棲區中和街85號,120.531604,24.255447
5903060056,瑞恩藥局,04 -26576171,臺中市梧棲區港埠路1段827巷6號,120.533222,24.24407
5903070016,泉興中西大藥局,04 -25583883,臺中市后里區甲后路一段598號,120.72153700000001,24.309105
5903070025,得安藥局,04 -25585333,臺中市后里區四村路78號,120.71287199999999,24.304686
5903070043,后禮藥局,04 -25582413,臺中市后里區甲后路一段163號1樓,120.728876,24.30921
5903070052,后里宏安藥局,04 -25581036,臺中市后里區福音路28號1樓,120.713406,24.305125
5903070061,豪銘藥局,04 -25562991,臺中市后里區公安路68號,120.71126000000001,24.304691000000002
5903070089,后里瑞士藥師藥局,04 -25566999,臺中市后里區甲后路二段579號,120.68900500000001,24.314369
5903070098,祐恩藥局,04 -25587518,臺中市后里區甲后路一段478號1樓,120.72398700000001,24.309078
5903070105,后里藥局,04 -25590119,臺中市后里區文明路133號1樓,120.716379,24.306786
5903070132,內埔瑞士藥師藥局,04 -25566959,臺中市后里區中山路37號1樓,120.71129199999999,24.304459
5903070141,甲后藥局,04 -25577378,臺中市后里區甲后路一段253號1樓,120.726996,24.309055999999998
5903080021,長生健保藥局,04 -25610973,臺中市神岡區神岡路63號、65號,120.660802,24.257476
5903080030,捷達藥局,04 -25225207,臺中市神岡區大漢街25號,120.69743899999999,24.253516
5903080085,社南藥局,04 -25616114,臺中市神岡區民生路24號1樓,120.68206200000002,24.246073000000003
5903080094,灃洲大藥局,04 -25150169,臺中市神岡區豐洲路466－3號1樓,120.70450500000001,24.261794000000002
5903090054,美日康藥局,04 -25382308,臺中市潭子區大新路58號,120.7075,24.202362
5903090072,元康健保藥局,04 -25353893,臺中市潭子區圓通南路196號1樓,120.704278,24.207247
5903090116,上宇藥局,04 -25321258,臺中市潭子區中山路2段381號1樓,120.70510700000001,24.212962
5903090125,愛生藥師藥局,04 -25321819,臺中市潭子區中山路2段491號,120.70510900000001,24.215937
5903090134,光陽藥局,04 -25365607,臺中市潭子區福潭路505號1樓,120.71084099999999,24.213916
5903090143,佳福藥局,04 -25332982,臺中市潭子區中山路1段43－1號,120.70231399999999,24.191422
5903090152,新舒康藥局,04 -25344062,臺中市潭子區勝利路105號,120.701029,24.209101
5903090189,名方藥局,04 -25341777,臺中市潭子區勝利路285號1樓,120.70042,24.213212
5903090223,均安藥局,04 -25310998,臺中市潭子區興華一路503號1樓,120.70137199999999,24.214013
5903090303,安康藥局,04 -25352796,臺中市潭子區潭興路三段87號,120.70249,24.211504
5903090312,惠安藥局,04 -25340462,臺中市潭子區中山路二段362號,120.705428,24.213476999999997
5903090330,潭子炘星藥局,04 -25320107,臺中市潭子區中山路一段97號1樓,120.702298,24.193194000000002
5903090349,久揚藥局,04 -25356103,臺中市潭子區頭張路一段7號1樓,120.701972,24.194307000000002
5903090358,信實藥局,04 -25359220,臺中市潭子區大德北路69號1樓,120.677495,24.205576999999998
5903090367,成記藥局,04 -25358076,臺中市潭子區潭興路三段93號1樓,120.70236200000001,24.211507
5903100019,永瑞藥局,04 -25609969,臺中市大雅區民生路1段212號,120.65116599999999,24.227534
5903100037,大雅東亞藥師大藥局,04 -25605233,臺中市大雅區民生路1段22、22－1號,120.654335,24.229245000000002
5903100046,躍獅佑仁藥局,04 -25608256,臺中市大雅區雅環路2段287號,120.648849,24.229188
5903100055,大詮藥師藥局,04 -25682767,臺中市大雅區民生路3段432號,120.665521,24.23441
5903100064,炘星藥局,04 -25668655,臺中市大雅區雅環路一段338號1樓,120.65369799999999,24.22379
5903100082,大雅安德藥局,04 -25604133,臺中市大雅區中清東路229號,120.64688899999999,24.224592
5903100091,樂心藥局,04 -25682568,臺中市大雅區建興路143號,120.66588999999999,24.216461
5903100108,杏一大雅中清藥局,04 -25601791,臺中市大雅區中清路四段31、33、35號,120.62995,24.240993
5903100117,妙昌藥局,04 -25664426,臺中市大雅區永和路194號,120.647222,24.222720000000002
5903110051,新社千百岳大藥局,04 -25821798,臺中市新社區興安路24、26號,120.80995,24.243344
5903130017,祐民健保藥局,04 -26836736,臺中市外埔區甲后路三段1030號1樓,120.65323000000001,24.331986999999998
5903130026,博翔欣大藥局,04 -26833312,臺中市外埔區重光路33－19號,120.652107,24.331248000000002
5903130035,政修藥局,04 -26831881,臺中市外埔區中山路290號,120.656857,24.330428
5903140013,音聲藥局,04 -26715318,臺中市大安區中松路18號1樓,120.587153,24.346638000000002
5903140022,民安藥局,04 -26711077,臺中市大安區中山南路283號,120.58734199999999,24.345176000000002
5903150019,統元藥局,04 -23377588,臺中市烏日區中華路583號,120.63419099999999,24.107609
5903150028,全成烏日藥局,04 -23352656,臺中市烏日區溪南路1段776號,120.642656,24.074226
5903150037,杏益藥局,04 -23364059,臺中市烏日區信義街172號,120.63933,24.104989
5903150055,明康藥局,04 -23386157,臺中市烏日區中山路1段548－1號,120.634961,24.107015
5903150064,智盛藥局,04 -23378286,臺中市烏日區中山路1段333號1樓,120.64128600000001,24.108557
5903150091,學田藥局,04 -23382230,臺中市烏日區學田路便行巷14號,120.60743400000001,24.120834
5903150108,仁厚藥局,04 -23382375,臺中市烏日區一心街1號,120.62676499999999,24.102118
5903150117,成功福倫藥局,04 -23367018,臺中市烏日區榮和路61號1樓,120.597154,24.108767999999998
5903150126,烏日安德藥局,04 -23386925,臺中市烏日區榮和路151號、153號1樓,120.59773100000001,24.110278
5903160015,追分藥局,04 -26931439,臺中市大肚區沙田路一段402號1樓,120.566717,24.122717
5903160033,新庄藥局,04 -26910209,臺中市大肚區遊園路2段223－1號,120.580798,24.173831
5903160042,大肚新庄藥局,04 -26912119,臺中市大肚區遊園路2段221－3號1樓,120.580801,24.173763
5903160051,祥安健保藥局,04 -26990580,臺中市大肚區沙田路2段765號1樓,120.54421,24.153972
5903160060,昇永藥局,04 -26995366,臺中市大肚區文昌路1段40號,120.54441899999999,24.151204
5903160079,同利藥局,04 -26935492,臺中市大肚區沙田路一段504號,120.563505,24.124139000000003
5903160088,必安藥局,04 -26992116,臺中市大肚區沙田路二段634號,120.54565900000001,24.150835999999998
5903160097,安昌藥局,04 -26913890,臺中市大肚區遊園路二段176號1樓,120.58081200000001,24.17289
5903170020,理想藥局,04 -26521597,臺中市龍井區國際街121號,120.595297,24.186694
5903170039,大佶安藥局龍井店,04 -26361410,臺中市龍井區沙田路6段197號1樓,120.549627,24.209066
5903170048,龍井新庄藥局,04 -26322169,臺中市龍井區遊園南路179號1樓,120.584333,24.182164
5903170057,林大藥局,04 -26397088,臺中市龍井區中央路3段60號,120.525244,24.212145
5903170066,龍井茂昌藥局,04 -26390286,臺中市龍井區中央路2段57號1樓,120.52322099999999,24.204375
5903170093,杏嘉藥局,04 -26357889,臺中市龍井區龍山街148號1樓,120.54909099999999,24.212293
5903170100,全安堂藥局,04 -26394332,臺中市龍井區中央路一段220號,120.523657,24.201973000000002
5903180053,皇昇藥局,04 -23397749,臺中市霧峰區四德路556號1樓,120.664809,24.060084
5903180062,霧峰安德藥局,04 -23300365,臺中市霧峰區中正路1135號1樓,120.699178,24.070017
5903180115,永合藥局,04 -23391910,臺中市霧峰區中正路965號,120.698559,24.065943
5903180133,正開心大藥局,04 -23396940,臺中市霧峰區中正路951號1樓,120.69866200000001,24.065647
5903180142,峰正藥局,04 -23303353,臺中市霧峰區中正路830號1樓,120.69866100000002,24.062439
5903190022,藥源藥局,04 -23955108,臺中市太平區中山路4段220號,120.701889,24.14817
5903190077,八醫健保藥局,04 -23935050,臺中市太平區中山路2段357號,120.729725,24.15021
5903190086,太平永泰大藥局,04 -22757418,臺中市太平區長億六街106號,120.717272,24.117625
5903190139,劍橋藥局,04 -22776619,臺中市太平區宜昌路552號1樓,120.71568300000001,24.147576
5903190148,亞洲藥師連鎖大藥局,04 -23921681,臺中市太平區中山路2段458號,120.725229,24.149834
5903190157,春長藥局,04 -22799286,臺中市太平區太平路147號,120.721193,24.120027
5903190184,太平中大藥局,04 -22787846,臺中市太平區宜欣二路44號1樓,120.716448,24.14525
5903190193,佑全太平藥局,04 -23910016,臺中市太平區樹德路121號1樓,120.71196599999999,24.154444
5903190228,中山德侑藥局,04 -23920682,臺中市太平區中山路3段2之2號1樓,120.72223500000001,24.149421
5903190264,安心藥局,04 -23912042,臺中市太平區中山路3段28號1樓,120.72111000000001,24.149279999999997
5903190273,太平小林健保藥局,04 -23954436,臺中市太平區育賢路518號,120.713326,24.158831
5903190282,雪仁藥局,04 -22755053,臺中市太平區太平路509號,120.71413000000001,24.124965
5903190291,新平和藥局,04 -22771262,臺中市太平區光興路827號1樓,120.730695,24.112019
5903190308,達安藥局,04 -23950982,臺中市太平區樹德路69巷6號1樓,120.710625,24.151637
5903190317,欣天然藥局,04 -23982018,臺中市太平區樹德路296號1樓,120.71268300000001,24.157429
5903190326,立德藥局,04 -23952029,臺中市太平區新興路48號1樓,120.712073,24.159176000000002
5903190335,育賢德侑藥局,04 -23920696,臺中市太平區育賢路107號、109號,120.721911,24.157677
5903190353,信康藥局,04 -23960697,臺中市太平區樹德路98－1號,120.711582,24.153085
5903190362,太平中山藥局,04 -23959200,臺中市太平區中山路4段11號,120.713849,24.149306
5903190380,及宏藥局,04 -23919911,臺中市太平區樹孝路502號,120.72050300000001,24.158058
5903190415,艾兒親子藥局,04 -23923668,臺中市太平區樹孝路259號1樓,120.717992,24.153458999999998
5903190433,太平瑞昌藥局,04 -23956319,臺中市太平區新興路28號,120.71236200000001,24.159162
5903190442,天慈大藥局,04 -22785052,臺中市太平區太平路540號,120.713673,24.125282000000002
5903190488,精武丁丁藥局,04 -23957235,臺中市太平區中山路四段132－1號,120.704401,24.148554999999998
5903190497,太平惠民藥師藥局,04 -22768799,臺中市太平區東平路368號1樓,120.72672,24.134328
5903190504,維肯藥局,04 -23512198,臺中市太平區中興路78－1號,120.71634499999999,24.127834
5903190513,樹孝炘星藥局,04 -23929578,臺中市太平區樹孝路476號,120.72031399999999,24.157348000000002
5903190522,聖康佳禾藥局,04 -22772065,臺中市太平區光興路831號,120.730727,24.112103
5903190531,承泓藥局,04 -23935148,臺中市太平區育賢路363號1樓,120.713704,24.159104
5903190559,惠欣藥師藥局,04 -23928881,臺中市太平區樹孝路2－12號1樓,120.71638600000001,24.149770999999998
5903190568,世國藥局,04 -22752537,臺中市太平區永豐路426號1樓,120.703547,24.111423000000002
5903190577,勤益藥局,04 -24923540,臺中市太平區中山路一段321號1樓,120.73429499999999,24.144959
5903200023,樂明藥局,04 -24920763,臺中市大里區中興路1段261號,120.69202299999999,24.091054
5903200069,福德健保處方藥局,04 -24935888,臺中市大里區塗城路758號1樓,120.697526,24.090253
5903200096,仁化藥局,04 -24915902,臺中市大里區仁化路540號,120.701194,24.096225
5903200121,弘佑藥局,04 -24911234,臺中市大里區成功路515號1樓,120.703177,24.090705
5903200130,新家祐健保藥局,04 -24918929,臺中市大里區中興路1段376號,120.69221,24.0913
5903200149,祥佑健保特約藥局,04 -24866398,臺中市大里區中興路2段406號,120.690068,24.107688
5903200158,世穎藥局,04 -24937265,臺中市大里區中興路1段167－6號1樓,120.69549599999999,24.088301
5903200176,聖康藥局,04 -22700625,臺中市大里區立仁路79號1樓,120.703624,24.107796
5903200194,博德藥局,04 -24968642,臺中市大里區成功2路104號1樓,120.704283,24.094694
5903200210,益民藥局,04 -24836083,臺中市大里區益民路2段71號1樓,120.68709199999999,24.106558
5903200229,信元藥局,04 -24876051,臺中市大里區益民路2段372號1樓,120.683953,24.115447
5903200318,廣信藥局,04 -24829981,臺中市大里區益民路1段164號1樓,120.692355,24.106728
5903200372,國光丁丁藥局,04 -24069711,臺中市大里區國光路2段551－1號1樓,120.67878200000001,24.112407
5903200425,祐仁健保藥局,04 -24964321,臺中市大里區仁化路816號1樓,120.69051100000001,24.090747
5903200443,佳霖藥局,04 -24960895,臺中市大里區塗城路964號1樓,120.69328600000001,24.090808
5903200461,合康藥局,04 -24078383,臺中市大里區中投西路3段223號1樓,120.66398400000001,24.088163
5903200514,大明永欣藥局,04 -24068864,臺中市大里區大明路539號1樓、541號1樓,120.67354399999999,24.114792
5903200541,大里康媞藥局,04 -24966627,臺中市大里區塗城路494號,120.70251,24.088476
5903200550,康福藥局,04 -24070808,臺中市大里區大新街51號,120.677929,24.099245
5903200569,和信健康藥局,04 -24833677,臺中市大里區德芳路一段59號,120.69053100000001,24.113395999999998
5903200578,大里慈輝藥局,04 -24835507,臺中市大里區中興路二段683號,120.68941399999999,24.116843
5903200587,大里安德健保藥局,04 -24875607,臺中市大里區大明路117號,120.68590900000001,24.115167
5903200596,大樹大里藥局,04 -24861133,臺中市大里區中興路二段101號,120.688447,24.102935000000002
5903200603,全家藥局,04 -24929976,臺中市大里區中興路一段109之6號,120.69734299999999,24.082926
5903200621,德芳東榮藥局,04 -24863898,臺中市大里區東榮路8號,120.68933899999999,24.1102
5903200630,東裕藥局,04 -24850728,臺中市大里區中興路二段153－3號1樓,120.689209,24.105555
5903200649,躍獅日新藥局,04 -24822345,臺中市大里區日新路342號1樓,120.69246100000001,24.115279
5903200658,德芳成功藥局,04 -24920298,臺中市大里區成功路535－3號1樓,120.703268,24.091303
5903200667,永欣東榮藥局,04 -24810599,臺中市大里區東榮路370號1樓,120.683632,24.11032
5903200676,立人藥局,04 -24831722,臺中市大里區益民路二段19號1樓,120.68881,24.106304
5903220061,宏信大藥局,04 -22222021,臺中市中區自由路2段45號1樓,120.681458,24.139585
5903220105,平等安德藥局,04 -22222889,臺中市中區平等街116號,120.681835,24.142476000000002
5903220132,維康台中藥局,04 -22243395,臺中市中區三民路二段1號,120.67724199999999,24.140462
5903220141,雙十小林健保藥局,04 -22253662,臺中市中區雙十路一段35號,120.68551699999999,24.142032
5903220150,老順安大藥局,04 -22016306,臺中市中區中華路二段63號、65號1樓,120.679424,24.148011999999998
