id,inst_id,get
F10039,5912012737,2020-02-04 10:25:59
N10269,5912010322,2020-02-06 14:4:3
F10242,2312050018,2020-02-04 13:30:58
F10131,5912013243,2020-02-02 17:48:7
U10491,5912042459,2020-02-04 12:10:43
L10023,5912042217,2020-02-05 17:35:56
J10906,5912013092,2020-02-05 15:55:40
F10401,5912042708,2020-02-03 13:23:41
A10314,5912013243,2020-02-04 18:27:8
D10115,2312041028,2020-02-08 18:2:54
M10349,5912012844,2020-02-08 18:2:28
B10806,5912012022,2020-02-03 10:2:44
M10610,5912010724,2020-02-06 15:14:50
C10726,5912042459,2020-02-02 17:47:22
M10546,5912042404,2020-02-07 18:9:18
N10670,5912013216,2020-02-08 15:36:33
A10358,5912040491,2020-02-07 10:17:38
X10774,5912042155,2020-02-03 12:39:42
W10331,5912013181,2020-02-07 12:18:47
K10666,5912012666,2020-02-02 13:21:18
R10167,5912042155,2020-02-03 15:14:45
F10717,5912010322,2020-02-03 10:58:38
B10573,5912013243,2020-02-07 16:28:26
A10147,5912042717,2020-02-03 16:19:22
U10074,5912010484,2020-02-04 16:56:10
B10535,5912013216,2020-02-02 14:50:13
C10779,5912013207,2020-02-05 12:23:59
B10386,5912051350,2020-02-02 16:38:23
T10316,5912013350,2020-02-02 16:50:8
R10271,5912013181,2020-02-06 13:2:50
O10637,5912041827,2020-02-06 11:42:26
T10186,5912013378,2020-02-08 10:11:47
Y10101,5912012479,2020-02-02 16:39:12
C10331,5912010215,2020-02-04 12:30:32
W10047,5912013387,2020-02-03 15:32:32
A10918,5912013181,2020-02-05 13:35:13
U10645,5912051216,2020-02-02 13:17:58
N10527,5912013421,2020-02-02 16:33:37
L10973,5912012933,2020-02-02 11:59:55
N10886,5912013412,2020-02-02 17:2:16
B10561,5912013092,2020-02-04 17:43:54
G10180,5912040491,2020-02-08 11:3:6
F10382,5912013154,2020-02-06 14:10:29
Y10212,5912042717,2020-02-08 15:45:34
B10720,5912012666,2020-02-06 16:50:55
E10237,5912042217,2020-02-06 18:18:46
O10415,5912013341,2020-02-03 18:10:57
J10288,5912010724,2020-02-03 13:15:41
U10793,5912012746,2020-02-06 14:24:59
C10579,5912010313,2020-02-08 17:0:52
B10546,5912050040,2020-02-06 13:15:15
A10663,5912013154,2020-02-08 15:7:37
N10819,5912042744,2020-02-08 13:21:52
W10545,5912042351,2020-02-04 15:29:49
Z10176,5912012773,2020-02-04 12:4:41
O10174,5912040035,2020-02-07 17:16:12
O10518,5912042762,2020-02-04 15:32:21
H10317,5912042155,2020-02-06 17:20:39
C10648,5912013243,2020-02-02 17:57:25
P10282,5912012148,2020-02-06 18:40:50
D10722,5912013350,2020-02-06 14:19:1
D10578,5912041685,2020-02-08 16:28:50
W10270,5912010206,2020-02-07 16:8:25
M10409,5912012077,2020-02-04 16:19:42
Z10782,5912010528,2020-02-06 15:24:46
R10849,5912010313,2020-02-04 16:43:49
Z10064,5912051092,2020-02-08 18:48:47
D10429,5912042637,2020-02-08 15:1:21
Z10318,5912042744,2020-02-05 16:2:59
G10902,5912012746,2020-02-06 17:19:53
P10899,5912013350,2020-02-05 18:39:4
S10886,5912012291,2020-02-08 17:3:31
C10818,5912012406,2020-02-08 16:59:4
A10370,5912012773,2020-02-04 14:9:1
G10895,2312050018,2020-02-05 16:36:10
E10799,5912010322,2020-02-02 10:38:58
H10567,5912012139,2020-02-08 16:5:32
X10205,5912042771,2020-02-03 14:40:47
H10118,5912041881,2020-02-06 12:8:26
X10203,5912042098,2020-02-02 12:49:4
U10384,5912013154,2020-02-04 10:16:47
V10573,5912012666,2020-02-07 10:11:53
S10429,5912012059,2020-02-08 10:40:51
H10292,5912041827,2020-02-07 17:48:48
Q10358,5912013396,2020-02-04 15:59:1
E10029,5912051216,2020-02-07 10:52:25
M10775,5912042155,2020-02-03 17:20:2
C10053,5912042066,2020-02-02 18:21:50
U10037,5912050040,2020-02-05 11:39:35
Q10675,5912040491,2020-02-04 17:56:58
Q10934,5912012933,2020-02-08 16:52:19
U10411,5912012988,2020-02-05 15:29:44
H10445,5912042637,2020-02-02 16:51:25
E10325,5912041952,2020-02-03 16:4:25
R10117,5912040035,2020-02-07 12:3:34
J10964,5912051412,2020-02-06 14:37:13
V10693,5912042717,2020-02-06 14:28:12
V10119,5912013396,2020-02-03 15:11:48
A10287,5912013350,2020-02-04 10:5:12
X10744,5912042404,2020-02-02 17:37:58
K10372,5912012120,2020-02-08 10:8:42
K10725,5912012764,2020-02-02 17:47:10
X10159,5912042098,2020-02-08 17:48:8
I10784,5912012406,2020-02-08 13:44:32
V10266,5912012620,2020-02-02 14:48:47
G10549,5912012666,2020-02-07 16:18:34
B10306,5912040473,2020-02-06 18:41:27
R10295,5912012139,2020-02-05 18:14:38
T10017,5912013216,2020-02-07 13:27:1
P10071,2312050018,2020-02-02 17:38:15
H10116,5912012291,2020-02-04 12:52:37
B10937,5912012077,2020-02-08 10:43:10
X10141,5912012479,2020-02-02 18:19:17
W10311,2312041028,2020-02-07 16:55:43
S10089,5912012620,2020-02-03 11:32:57
V10513,5912012022,2020-02-04 16:54:52
Z10648,5912051403,2020-02-02 11:3:13
R10732,5912010215,2020-02-02 11:42:31
Y10500,5912013181,2020-02-02 10:13:19
M10109,5912042217,2020-02-08 13:9:36
G10678,5912040491,2020-02-02 11:47:32
S10673,2312050018,2020-02-03 15:27:38
Y10567,5912051350,2020-02-05 11:18:33
R10209,5912041685,2020-02-08 15:31:8
F10906,5912010322,2020-02-08 18:40:14
D10560,5912041827,2020-02-05 12:21:6
D10779,5912010313,2020-02-02 16:48:30
Q10083,5912040473,2020-02-06 15:16:25
B10808,5912012022,2020-02-08 17:19:25
R10213,5912041881,2020-02-06 10:27:41
J10515,5912013163,2020-02-06 17:54:37
L10848,5912012120,2020-02-05 17:20:18
F10900,5912012139,2020-02-05 14:10:58
R10677,5912012157,2020-02-03 10:21:53
O10212,5912042637,2020-02-08 16:22:43
Q10595,5912010224,2020-02-02 10:19:42
H10652,5912051350,2020-02-03 10:3:1
I10682,5912042459,2020-02-02 17:4:53
R10898,5912012933,2020-02-03 18:8:9
Z10777,5912042717,2020-02-08 13:22:43
Q10025,2312010014,2020-02-07 12:50:40
Q10605,5912013207,2020-02-06 13:53:17
F10501,5912012291,2020-02-08 18:40:56
G10645,5912041952,2020-02-08 12:52:11
Q10461,5912010331,2020-02-02 17:5:38
T10548,5912042726,2020-02-02 13:7:5
A10134,5912013421,2020-02-03 11:50:13
Y10393,5912012569,2020-02-05 11:10:33
F10531,5912013341,2020-02-06 13:42:23
E10777,5912012479,2020-02-03 17:1:37
W10838,5912041827,2020-02-05 10:28:40
D10938,5912042422,2020-02-08 11:39:14
I10448,5912012569,2020-02-08 11:26:12
M10789,5912012059,2020-02-02 12:50:7
Y10631,5912013387,2020-02-06 11:7:45
M10977,5912012291,2020-02-04 13:47:14
P10562,2312010014,2020-02-06 15:9:9
J10662,5912040491,2020-02-02 12:16:10
A10180,5912012933,2020-02-04 16:1:31
T10733,5912013163,2020-02-08 14:44:47
F10489,5912041827,2020-02-02 17:7:59
X10515,5912012077,2020-02-03 10:25:20
Q10145,5912013243,2020-02-07 18:24:44
Y10300,5912013412,2020-02-03 14:37:19
D10017,5912012569,2020-02-04 13:45:46
Y10063,5912012844,2020-02-06 17:31:5
P10403,5912042664,2020-02-07 18:12:54
C10669,5912042459,2020-02-02 18:43:21
I10186,5912041685,2020-02-02 12:25:45
P10209,5912013396,2020-02-03 11:28:47
Q10473,5912012933,2020-02-04 14:25:3
E10511,5912051350,2020-02-08 18:33:24
O10563,5912012933,2020-02-05 18:52:17
X10717,5912042459,2020-02-06 17:47:22
K10745,5912042771,2020-02-06 14:53:33
L10935,5912012120,2020-02-06 14:23:8
A10139,5912010046,2020-02-08 14:37:27
T10036,5912012942,2020-02-02 10:47:45
G10248,5912041952,2020-02-06 13:14:14
J10333,5912013163,2020-02-05 14:27:13
K10028,5912012764,2020-02-02 11:39:41
E10550,5912010206,2020-02-08 10:32:27
P10077,5912040553,2020-02-07 12:29:1
X10085,5912012666,2020-02-06 13:35:22
P10219,5912013207,2020-02-03 10:15:53
X10005,5912013252,2020-02-08 14:9:59
O10426,5912040106,2020-02-04 14:40:15
G10037,5912012077,2020-02-02 18:33:1
U10824,5912010779,2020-02-06 13:23:7
R10317,5912010224,2020-02-04 18:17:39
N10693,5912040553,2020-02-02 12:18:56
H10847,2312041028,2020-02-05 11:39:24
X10037,5912013083,2020-02-03 15:10:47
V10671,5912012308,2020-02-02 16:33:40
K10359,5912013181,2020-02-02 17:9:26
D10986,2312050018,2020-02-08 17:31:43
R10446,5912012988,2020-02-08 11:42:38
D10186,5912013341,2020-02-06 13:20:8
H10487,2312041028,2020-02-03 12:20:40
P10724,5912042762,2020-02-05 17:30:21
S10753,5912013243,2020-02-04 16:16:10
X10931,5912042637,2020-02-08 12:12:52
U10405,5912040222,2020-02-03 11:59:59
I10571,5912013216,2020-02-03 16:3:19
F10849,5912040106,2020-02-08 16:31:53
J10606,5912042771,2020-02-06 16:51:16
B10875,5912040222,2020-02-05 15:22:39
E10603,5912012979,2020-02-07 18:12:17
D10572,5912042637,2020-02-07 13:31:36
A10829,5912010779,2020-02-03 16:41:28
J10486,5912012773,2020-02-03 15:56:4
B10791,5912010724,2020-02-04 18:58:30
T10928,5912012773,2020-02-08 16:21:32
O10907,5912012479,2020-02-04 12:45:1
Q10019,5912042637,2020-02-08 11:21:47
Z10878,5912042664,2020-02-04 15:29:35
N10177,5912011865,2020-02-07 11:21:51
W10745,5912051092,2020-02-06 14:46:7
G10657,5912013083,2020-02-07 12:4:4
U10100,5912042098,2020-02-02 16:30:59
P10714,5912012059,2020-02-07 11:9:12
X10251,5912012942,2020-02-05 16:28:59
D10162,5912040222,2020-02-04 13:43:32
C10670,5912012773,2020-02-08 11:41:44
P10519,5912012942,2020-02-06 17:47:21
K10566,5912012059,2020-02-06 11:18:19
H10494,5912040106,2020-02-08 14:50:1
D10696,5912051412,2020-02-04 18:23:18
K10697,5912012353,2020-02-02 10:35:46
B10051,2312050018,2020-02-02 10:52:43
E10516,2312050018,2020-02-05 12:45:1
U10087,5912010331,2020-02-03 16:40:36
N10084,5912012746,2020-02-04 10:46:15
Z10987,5912012148,2020-02-08 14:54:58
Q10352,5912012059,2020-02-04 17:23:28
V10849,5912013207,2020-02-05 12:54:9
A10935,5912012406,2020-02-02 10:12:13
Y10058,5912013396,2020-02-02 16:42:7
W10968,5912042717,2020-02-04 12:50:4
L10581,5912040222,2020-02-02 16:52:27
L10082,5912012406,2020-02-05 14:12:22
P10598,5912013387,2020-02-05 18:19:57
Q10902,5912012157,2020-02-05 11:50:38
A10958,5912040491,2020-02-06 16:9:19
K10311,5912042459,2020-02-08 15:44:49
A10339,5912010484,2020-02-07 18:30:27
W10106,5912013341,2020-02-08 14:59:58
Y10211,5912012120,2020-02-07 18:35:38
L10459,5912012942,2020-02-06 14:50:17
Y10085,5912051350,2020-02-06 11:1:56
C10280,5912010224,2020-02-04 11:52:50
Y10087,5912010215,2020-02-02 12:37:52
T10291,5912013396,2020-02-02 18:13:4
G10604,5912012022,2020-02-06 11:46:8
E10793,5912012666,2020-02-04 11:8:11
B10863,5912013341,2020-02-06 10:42:42
U10601,5912013412,2020-02-05 11:44:26
G10098,5912050040,2020-02-06 12:59:30
S10245,5912013243,2020-02-08 16:13:38
B10041,5912012059,2020-02-05 11:37:43
A10750,5912042717,2020-02-08 11:53:56
L10214,5912012569,2020-02-08 17:48:8
I10669,5912012059,2020-02-02 11:35:45
U10880,5912042520,2020-02-05 17:2:37
X10601,5912012139,2020-02-08 14:47:5
W10788,5912013163,2020-02-04 10:10:13
A10244,5912012942,2020-02-07 11:29:40
A10909,5912010046,2020-02-02 10:42:20
W10017,5912010206,2020-02-06 12:22:53
S10431,5912010724,2020-02-02 15:39:10
Q10686,5912041881,2020-02-04 12:48:58
T10227,5912042520,2020-02-05 18:22:19
B10151,5912012308,2020-02-07 14:56:56
A10886,5912013207,2020-02-04 12:37:49
L10186,5912042771,2020-02-07 12:41:41
G10852,5912010322,2020-02-07 12:48:39
P10172,5912010313,2020-02-05 16:1:6
I10984,5912013154,2020-02-06 10:40:31
C10163,2312010014,2020-02-07 12:54:42
G10471,5912013378,2020-02-03 13:16:40
R10393,5912012022,2020-02-02 12:25:40
I10855,5912012308,2020-02-05 14:54:32
M10088,5912042735,2020-02-07 18:52:2
C11000,5912012120,2020-02-04 18:37:8
T10871,5912042744,2020-02-07 10:24:21
Q10298,5912051412,2020-02-06 10:17:3
U10217,5912051403,2020-02-08 11:51:25
I10873,5912042762,2020-02-03 15:32:0
A10942,5912011865,2020-02-05 12:46:48
H10916,5912042717,2020-02-02 12:36:24
P10130,5912012746,2020-02-08 18:26:57
V10033,5912012988,2020-02-07 18:31:8
O10039,5912012406,2020-02-02 17:16:4
W10616,5912012746,2020-02-05 18:22:42
H10943,5912010215,2020-02-06 13:41:22
S10128,5912042771,2020-02-04 12:25:43
M10703,5912010206,2020-02-05 10:28:7
K10763,5912012773,2020-02-06 11:50:39
C10640,5912010322,2020-02-07 18:29:33
V10363,5912051403,2020-02-05 12:0:0
Y10226,5912042717,2020-02-08 11:49:6
S10590,2312010014,2020-02-03 14:31:58
O10171,5912012844,2020-02-05 12:26:5
T10491,5912042637,2020-02-03 18:56:23
G10579,5912042066,2020-02-06 13:47:29
R10534,5912042717,2020-02-03 11:56:18
R10574,5912012059,2020-02-02 12:14:6
L10540,5912012157,2020-02-08 14:29:13
R10150,5912041738,2020-02-07 17:16:36
U10309,5912013216,2020-02-02 16:7:26
F10918,5912042422,2020-02-08 17:58:13
W10674,5912012988,2020-02-07 12:48:26
B10679,5912051403,2020-02-05 17:21:43
G10162,5912010484,2020-02-08 18:6:1
W10287,5912042155,2020-02-03 14:48:59
W10727,5912040222,2020-02-06 14:15:36
I10894,5912012120,2020-02-07 13:41:53
H10388,5912010322,2020-02-04 16:57:33
E10975,5912012620,2020-02-04 17:4:5
Y10701,5912012764,2020-02-06 16:31:39
Q10488,5912010206,2020-02-07 18:12:37
I10858,5912012737,2020-02-07 15:43:14
B10605,5912012479,2020-02-08 13:44:0
M10724,5912013092,2020-02-06 12:0:24
V10964,5912042735,2020-02-05 11:56:17
P10793,5912012620,2020-02-05 14:46:1
B10226,5912010724,2020-02-07 12:13:35
Q10041,5912040080,2020-02-08 10:12:35
S10092,5912010046,2020-02-07 12:20:29
V10433,5912012077,2020-02-05 11:10:33
V10459,5912012666,2020-02-03 14:56:2
X10994,5912012077,2020-02-07 13:55:20
P10103,5912040553,2020-02-05 15:42:29
U10472,5912010528,2020-02-05 18:52:13
G10165,5912041952,2020-02-02 17:41:4
Q10181,5912042771,2020-02-06 11:55:43
O10043,5912010224,2020-02-05 15:43:39
W10668,5912010224,2020-02-03 13:12:17
G10890,5912012737,2020-02-04 11:27:25
U10064,5912042520,2020-02-05 14:22:21
J10071,5912012737,2020-02-03 17:26:17
C10479,5912042744,2020-02-06 13:28:48
L10107,5912040473,2020-02-08 13:43:23
I10593,5912013234,2020-02-08 12:52:19
I10192,5912012157,2020-02-07 12:20:24
Z10581,5912041952,2020-02-08 14:58:55
F10196,5912051403,2020-02-05 15:37:44
Q10090,5912042762,2020-02-06 17:23:15
P10706,5912012139,2020-02-04 18:5:13
T10702,5912042351,2020-02-08 18:35:30
U10894,5912012773,2020-02-07 17:45:53
R10032,5912012844,2020-02-08 10:53:22
G10668,5912040473,2020-02-04 16:49:54
Q10726,5912012933,2020-02-04 14:25:8
X10054,5912012620,2020-02-07 13:50:55
T10011,5912040473,2020-02-03 15:43:6
I10665,5912013243,2020-02-06 14:12:26
U10322,5912013378,2020-02-07 15:20:50
L10368,5912013252,2020-02-04 14:44:0
C10370,5912042708,2020-02-03 17:49:11
E10019,5912013421,2020-02-03 18:52:48
P10064,5912012291,2020-02-02 15:17:10
Q10237,5912010224,2020-02-05 13:18:36
Y10534,5912010224,2020-02-06 10:15:23
H10646,5912040473,2020-02-04 11:36:55
L10761,5912041827,2020-02-02 10:41:1
P10650,5912012077,2020-02-07 14:15:39
F10711,5912040473,2020-02-06 16:5:47
F10959,5912012988,2020-02-05 14:12:31
A10647,5912010313,2020-02-02 18:7:36
M10548,5912010313,2020-02-02 16:59:2
X10381,5912040106,2020-02-03 15:5:30
F10466,5912012120,2020-02-04 12:14:38
P10736,5912042217,2020-02-02 16:37:20
N10361,5912012666,2020-02-08 12:2:11
Z10794,5912012059,2020-02-07 11:39:16
W10179,5912012979,2020-02-04 13:44:22
M10984,5912012620,2020-02-04 14:40:35
X10019,5912012764,2020-02-05 11:8:7
C10227,5912012479,2020-02-03 13:49:10
K10412,5912012291,2020-02-02 12:6:48
V10575,5912013252,2020-02-05 17:37:12
Y10583,2312050018,2020-02-08 14:16:4
Z10256,5912042735,2020-02-05 12:9:25
Z10821,5912012353,2020-02-06 17:57:51
B10922,5912012988,2020-02-05 18:23:23
N10261,5912042717,2020-02-03 15:36:10
O10452,5912042664,2020-02-08 16:30:56
E10062,5912010224,2020-02-03 10:32:38
B10347,5912042726,2020-02-02 16:37:56
I10436,5912013163,2020-02-06 14:42:28
H10790,5912012844,2020-02-02 18:1:44
Y10163,5912012157,2020-02-05 16:57:0
I10967,5912013207,2020-02-03 14:20:59
B10569,5912042744,2020-02-03 17:1:42
Y10578,5912042098,2020-02-06 10:41:3
Z10506,5912012157,2020-02-07 11:38:38
I10595,5912010215,2020-02-06 12:15:58
J10351,5912042351,2020-02-04 17:15:40
J10638,5912012569,2020-02-03 10:51:54
F10110,2312050018,2020-02-05 15:18:16
I10039,5912040222,2020-02-06 18:9:8
V10876,5912042098,2020-02-08 13:0:52
Q10888,5912012764,2020-02-03 15:42:52
G10176,5912012148,2020-02-08 13:24:25
J10056,5912010313,2020-02-06 10:6:30
B10153,5912013252,2020-02-06 12:23:45
O10532,5912041685,2020-02-06 15:21:37
V10877,5912010046,2020-02-05 15:50:43
O10850,5912012077,2020-02-02 12:14:29
D10043,5912012308,2020-02-02 18:7:25
K10438,5912040553,2020-02-07 14:32:5
J10113,5912040473,2020-02-05 15:47:32
H10711,5912042155,2020-02-04 14:56:53
Q10526,5912010322,2020-02-06 18:41:9
A10810,5912010724,2020-02-03 18:54:29
N10207,5912041827,2020-02-06 17:0:44
F10979,5912013234,2020-02-08 10:45:12
C10283,5912012479,2020-02-04 11:21:16
R10047,5912042404,2020-02-03 17:27:57
D10121,5912040035,2020-02-06 17:59:20
X10995,5912012569,2020-02-03 10:15:4
E10375,5912012308,2020-02-06 18:59:50
S10998,5912012157,2020-02-07 15:37:33
A10228,5912042404,2020-02-06 18:22:35
B10213,5912010215,2020-02-04 12:17:15
E10175,5912012148,2020-02-07 15:13:1
V10689,5912013421,2020-02-04 17:50:6
H10640,5912010215,2020-02-03 15:42:22
Y10004,5912012737,2020-02-05 13:46:47
F10071,5912042637,2020-02-04 15:9:59
Y10023,5912012620,2020-02-03 14:41:38
O10002,5912051403,2020-02-06 17:48:33
F10278,5912051216,2020-02-06 12:48:17
P10206,5912051412,2020-02-07 16:1:18
C10098,5912012933,2020-02-08 10:50:7
N10380,5912042771,2020-02-03 11:56:17
Z10236,5912012291,2020-02-04 10:17:35
L10671,5912041827,2020-02-06 11:4:21
M10926,5912012569,2020-02-04 17:30:39
H10795,5912011865,2020-02-05 18:36:47
A10571,5912013181,2020-02-04 16:3:40
C10437,5912013396,2020-02-07 18:14:21
H10909,5912012291,2020-02-04 13:59:28
I10073,5912050040,2020-02-04 10:25:11
Y10979,5912040035,2020-02-04 15:30:1
V10821,5912041827,2020-02-02 16:27:36
S10685,5912012620,2020-02-08 16:42:20
G10626,5912012844,2020-02-08 14:45:22
K10167,5912012148,2020-02-03 10:6:14
K10489,5912013163,2020-02-05 15:34:13
F10162,5912012353,2020-02-05 13:1:10
J10641,5912013387,2020-02-07 16:37:54
R10366,5912012157,2020-02-04 14:16:37
E10128,5912012157,2020-02-04 16:39:9
W10011,5912042771,2020-02-06 14:23:26
X10739,5912013216,2020-02-06 14:51:6
J10410,2312050018,2020-02-04 14:45:18
M10640,5912010484,2020-02-08 10:28:42
J10826,5912040035,2020-02-05 15:20:50
L10267,5912013163,2020-02-07 11:33:30
J10344,5912041827,2020-02-04 16:56:49
W10343,5912012666,2020-02-06 16:26:42
V10796,5912051412,2020-02-06 10:54:43
B10654,5912012291,2020-02-04 10:49:19
A10008,5912011865,2020-02-02 16:21:56
D10312,5912012353,2020-02-06 10:38:10
B10001,5912042717,2020-02-05 15:25:39
N10498,5912013083,2020-02-07 12:34:17
V10396,5912012764,2020-02-02 15:46:3
R10618,5912013154,2020-02-04 18:22:13
A10576,5912010484,2020-02-08 16:12:28
G10765,5912013243,2020-02-05 16:22:13
J10740,5912012308,2020-02-03 18:28:38
K10215,5912012933,2020-02-08 18:44:19
M10199,5912042717,2020-02-06 11:3:13
Y10127,5912010724,2020-02-06 15:38:44
J10318,5912040035,2020-02-05 13:24:59
H10413,5912010528,2020-02-03 12:28:3
J10023,5912040080,2020-02-04 16:31:30
Y10136,5912040106,2020-02-07 17:13:1
M10212,5912042422,2020-02-03 18:52:27
X10693,5912013387,2020-02-08 13:32:41
P10021,5912013234,2020-02-07 13:29:45
O10738,5912010046,2020-02-05 17:0:50
O10652,5912010484,2020-02-07 16:28:48
T10245,5912051412,2020-02-07 13:21:35
P10076,5912040553,2020-02-06 11:11:47
B10080,5912042404,2020-02-03 10:28:19
C10583,5912010484,2020-02-07 17:39:44
C10631,5912012291,2020-02-08 12:10:57
M10390,5912013163,2020-02-05 11:40:35
L10160,5912051216,2020-02-04 17:35:18
A10281,5912010046,2020-02-06 11:27:1
P10369,5912010322,2020-02-04 13:11:7
W10619,5912013154,2020-02-08 15:32:51
X10672,5912013396,2020-02-07 15:7:18
F10161,5912013181,2020-02-06 13:33:17
X10608,5912010779,2020-02-02 11:3:13
O10973,5912042155,2020-02-02 18:59:21
B10145,5912013234,2020-02-02 15:56:19
D10258,5912012746,2020-02-08 15:27:44
D10061,5912013092,2020-02-05 12:48:1
Q10451,5912013092,2020-02-02 14:23:34
I10466,5912013378,2020-02-06 10:14:18
I10453,5912012157,2020-02-08 15:11:5
R10860,5912041881,2020-02-07 17:49:37
I10276,5912012569,2020-02-03 11:56:54
F10821,5912012077,2020-02-02 11:32:53
K10165,5912012120,2020-02-04 15:55:12
R10199,5912012406,2020-02-07 17:23:37
R10364,5912042708,2020-02-08 14:15:7
E10110,5912040106,2020-02-08 11:8:33
L10567,5912010046,2020-02-08 18:6:55
O10323,5912012157,2020-02-07 17:27:54
V10626,5912012844,2020-02-07 14:33:37
M10220,5912041827,2020-02-03 12:16:8
Q10657,5912042708,2020-02-06 11:53:17
A10602,5912042664,2020-02-02 13:32:39
G10554,5912042066,2020-02-04 11:32:6
T10345,5912012308,2020-02-07 10:22:14
M10187,5912051216,2020-02-02 12:22:52
Q10883,5912012308,2020-02-02 17:22:5
R10157,5912012022,2020-02-04 15:53:24
D10684,5912013207,2020-02-02 11:12:15
B10864,5912013378,2020-02-02 11:24:57
C10454,5912012157,2020-02-04 17:56:37
H10357,5912010724,2020-02-06 15:27:44
J10361,5912012120,2020-02-07 11:34:39
R10990,5912010331,2020-02-05 16:40:25
J10342,5912013350,2020-02-05 11:57:25
E10229,5912050040,2020-02-03 10:12:42
N10247,5912042717,2020-02-08 11:10:31
S10166,5912042771,2020-02-03 13:24:10
J10413,5912012933,2020-02-07 11:21:16
O10954,5912013396,2020-02-03 17:38:55
V10529,5912042726,2020-02-06 11:16:17
H10695,5912040473,2020-02-07 17:22:13
V10294,5912012406,2020-02-07 13:44:1
L10498,5912042726,2020-02-07 18:50:52
H10354,5912012353,2020-02-06 12:55:42
B10098,5912042066,2020-02-06 18:52:22
L10688,5912012353,2020-02-07 18:10:31
J10516,5912012308,2020-02-05 11:59:10
T10913,5912012979,2020-02-06 10:38:27
W10952,5912042771,2020-02-03 10:52:55
O10589,5912042066,2020-02-03 18:6:36
Y10129,5912042762,2020-02-02 11:51:15
E10395,5912050040,2020-02-05 12:26:14
X10696,5912042155,2020-02-03 12:50:59
P10902,5912012746,2020-02-06 17:28:50
J10119,5912010484,2020-02-06 14:3:20
J10718,5912012139,2020-02-08 15:13:59
G10504,5912013341,2020-02-04 18:0:12
O10554,5912013225,2020-02-04 14:49:7
V10790,5912012148,2020-02-04 13:27:50
F10527,5912042520,2020-02-05 11:41:58
W10156,5912010224,2020-02-05 13:44:5
K10713,5912012148,2020-02-06 12:10:55
G10375,5912012077,2020-02-07 12:9:46
W10423,5912010046,2020-02-06 12:13:42
M10166,5912010724,2020-02-02 15:50:3
C10985,5912010779,2020-02-03 15:32:29
R10408,5912051403,2020-02-05 11:59:3
O10122,5912042235,2020-02-07 13:51:53
K10480,5912051350,2020-02-02 12:38:23
K10717,5912012620,2020-02-02 10:55:50
H10227,5912042744,2020-02-08 11:16:29
Q10709,5912042098,2020-02-06 13:22:54
A10539,5912042217,2020-02-03 15:17:55
E10794,5912041685,2020-02-02 18:19:16
Q10365,5912042351,2020-02-07 15:34:46
N10358,5912010331,2020-02-04 11:35:30
R10706,5912013412,2020-02-03 18:50:20
Q10678,5912041881,2020-02-08 18:53:12
J10483,5912051216,2020-02-05 15:42:47
V10619,5912010331,2020-02-04 18:17:37
P10472,5912010724,2020-02-02 18:57:23
B10519,5912010224,2020-02-03 17:12:38
M10572,5912040473,2020-02-08 15:42:3
S10451,5912012979,2020-02-04 10:33:15
E10488,5912013216,2020-02-03 10:58:27
B10455,5912040553,2020-02-07 15:55:6
L10095,5912010215,2020-02-04 13:2:8
E10746,5912010484,2020-02-03 11:38:13
J10647,5912010046,2020-02-04 13:26:12
P10050,5912040222,2020-02-02 11:52:49
F10624,5912013083,2020-02-05 17:49:8
J10064,5912042235,2020-02-07 17:35:41
D10794,5912041827,2020-02-08 13:31:18
N10040,5912040473,2020-02-05 15:10:2
F10763,5912010322,2020-02-02 18:59:19
R10166,5912012479,2020-02-02 10:53:15
T10479,5912042098,2020-02-03 16:50:45
I10688,5912012942,2020-02-05 16:15:12
A10261,5912042422,2020-02-07 13:44:53
T10503,5912042155,2020-02-06 13:8:7
D10019,5912010215,2020-02-07 14:42:36
U10399,5912012291,2020-02-07 10:16:33
N10015,5912012291,2020-02-08 14:33:12
R10343,5912012022,2020-02-03 18:22:54
E10957,5912010484,2020-02-07 12:35:55
I10068,5912011865,2020-02-08 18:10:59
L10827,5912013163,2020-02-08 18:51:23
W10349,5912042235,2020-02-08 11:18:3
O10794,5912012764,2020-02-06 12:34:5
K10932,5912040222,2020-02-07 17:30:52
K10366,5912042422,2020-02-07 17:31:32
E10829,5912042744,2020-02-07 11:33:55
B10077,5912013207,2020-02-04 15:14:42
F10932,5912041952,2020-02-02 16:31:3
T10374,2312041028,2020-02-05 15:25:30
I10622,5912042664,2020-02-05 13:37:51
A10380,5912042664,2020-02-08 15:34:22
I10246,5912040106,2020-02-05 18:23:37
L10406,5912040553,2020-02-05 12:23:41
K10456,5912013216,2020-02-03 14:26:37
I10360,5912040473,2020-02-05 11:27:43
W10177,5912013154,2020-02-03 14:33:26
I10350,5912051216,2020-02-08 17:41:13
G10456,2312010014,2020-02-08 14:58:38
U10652,5912040553,2020-02-06 12:3:17
E10052,5912042066,2020-02-07 14:42:7
C10516,5912013154,2020-02-02 10:42:49
S10714,5912013341,2020-02-08 11:8:0
W10914,5912013207,2020-02-04 12:40:2
S10198,5912012139,2020-02-08 17:10:54
G10203,2312041028,2020-02-07 15:36:53
A10444,5912010224,2020-02-06 14:18:1
U10866,5912012666,2020-02-03 11:38:8
C10255,5912042708,2020-02-02 13:52:38
V10120,5912040106,2020-02-07 16:24:43
